CustomerId,Gender,Age,CreditScore,EstimatedSalary,HasCrCard,Exited
15715951,Male,42,562,86797.41,0,0
15591100,Male,36,675,22994.32,0,0
15609618,Male,28,721,101300.94,0,1
15675522,Female,30,628,74169.13,1,0
15705512,Female,37,668,115638.29,1,0
15698028,Female,41,506,31766.3,1,0
15661670,Female,31,524,199725.39,1,1
15600781,Male,34,699,120834.48,1,0
15682472,Male,34,828,38131.77,0,0
15580203,Male,39,674,100130.95,0,0
15690673,Female,39,656,141069.88,1,0
15760085,Female,48,684,198129.36,1,0
15779659,Female,28,625,183646.41,0,0
15627360,Male,42,432,110265.24,1,1
15671137,Female,52,549,8636.05,0,1
15782688,Male,56,625,46824.08,1,1
15575492,Female,41,828,171378.77,1,0
15591607,Male,24,770,167256.35,1,0
15740404,Female,34,758,124226.16,1,0
15718369,Female,33,795,114935.21,1,0
15677871,Male,38,687,35608.88,1,0
15642004,Male,25,686,16459.37,0,0
15712543,Male,39,789,124411.08,1,0
15584518,Female,50,589,34941.23,1,0
15802381,Female,34,461,167784.28,0,0
15610156,Male,40,637,93165.34,0,0
15594408,Female,48,584,75161.25,1,1
15640905,Female,35,579,8590.83,0,1
15698932,Male,44,756,189543.9,1,0
15724944,Male,34,663,180427.24,1,0
15628145,Female,43,682,193318.33,1,0
15713483,Male,52,793,159123.82,1,1
15612350,Female,31,691,126213.84,1,1
15800703,Female,21,485,54141.5,1,0
15705707,Female,29,635,141075.51,1,0
15754105,Male,37,650,24495.03,0,0
15703264,Male,44,735,74836.34,1,0
15794413,Male,32,416,878.87,0,0
15650237,Female,32,754,89520.75,1,0
15759618,Female,48,535,149892.79,1,1
15811589,Male,42,716,180800.42,1,0
15689044,Male,37,539,98646.22,1,0
15709368,Female,43,614,109041.53,1,0
15679145,Male,57,706,17941.16,1,1
15655007,Female,33,758,82996.47,0,0
15623595,Female,28,586,92067.35,1,0
15589975,Female,73,646,104719.66,0,0
15804017,Female,33,631,112687.57,0,0
15692132,Female,22,717,84699.56,0,0
15641122,Male,30,684,83473.82,1,0
15630910,Female,49,800,47125.11,0,0
15680772,Female,36,721,106977.8,1,0
15658929,Male,29,683,55582.54,1,1
15585388,Male,31,660,139874.43,1,0
15724623,Female,24,704,162503.48,1,1
15588537,Female,41,615,196499.96,1,0
15574692,Female,39,667,40721.24,1,1
15611325,Male,24,682,53134.3,0,0
15587562,Female,29,484,164017.89,1,0
15613172,Male,27,628,155996.96,1,0
15651022,Male,44,480,5472.7,1,1
15586310,Male,30,578,112187.11,1,0
15625524,Male,40,512,146457.83,1,0
15755209,Female,35,484,27286.1,1,0
15645248,Female,30,510,130553.47,1,0
15790355,Male,36,606,179351.89,0,0
15762615,Female,40,597,94774.12,0,0
15625426,Female,55,754,8080.85,1,1
15716334,Female,45,850,19482.5,1,0
15789669,Male,65,510,48071.61,1,0
15621075,Female,45,778,174531.27,1,0
15810845,Male,42,636,55470.78,1,0
15719377,Female,50,804,8546.87,1,1
15654506,Male,32,514,95857.18,1,0
15771977,Female,39,730,194945.8,1,0
15708710,Female,37,525,131521.72,0,0
15726676,Male,30,616,196108.51,0,0
15587421,Female,34,687,148564.76,1,0
15726931,Female,41,715,92982.61,0,1
15771086,Female,36,512,17675.36,1,0
15756850,Male,40,479,114996.43,0,0
15702741,Male,32,601,86957.42,1,0
15679200,Male,29,580,128077.8,1,0
15594815,Male,35,807,600.36,1,0
15635905,Female,32,616,43001.46,1,0
15777892,Male,37,721,158591.12,1,0
15656176,Male,57,501,47847.19,1,0
15811127,Male,35,521,10488.44,1,0
15604482,Male,30,850,5978.2,1,0
15622911,Male,42,759,121409.06,0,0
15600974,Male,50,516,146145.93,0,1
15727868,Female,38,711,14374.86,1,1
15627801,Male,33,512,94670.77,1,0
15773039,Male,37,550,179670.31,1,0
15755262,Female,41,608,199304.74,0,1
15679531,Male,34,618,151954.39,1,0
15684181,Male,45,643,142513.5,1,1
15612087,Male,45,671,158264.62,0,0
15752047,Male,33,689,169381.9,1,0
15624592,Male,31,603,169915.02,1,0
15573152,Female,41,620,88852.47,0,0
15594917,Female,34,676,40645.81,1,0
15785542,Male,26,572,60427.3,0,0
15723488,Male,47,668,157959.02,0,1
15680920,Male,46,695,133007.34,1,0
15786308,Female,33,730,176576.62,0,0
15659366,Male,43,807,34888.04,1,1
15774854,Male,54,592,28737.71,1,1
15725311,Female,31,726,98178.57,1,0
15787155,Male,30,514,125010.24,0,0
15727829,Male,42,567,167984.61,1,0
15733247,Male,33,850,4861.72,1,1
15568748,Male,45,671,108872.45,1,1
15699029,Male,37,670,198252.88,1,0
15774393,Female,30,694,26960.31,1,0
15676895,Female,39,547,85746.52,1,1
15637753,Male,50,751,77206.25,1,1
15605461,Female,29,594,61048.53,1,0
15808473,Male,72,673,111981.19,0,0
15627000,Male,40,610,62232.6,1,0
15787174,Female,37,512,156105.03,0,0
15723886,Male,20,767,150135.38,0,0
15704769,Female,67,585,93146.11,0,0
15772896,Male,42,763,33462.94,1,1
15711540,Female,29,712,144375.0,1,0
15764866,Female,43,539,55803.96,1,1
15794056,Female,46,668,89048.46,1,1
15795149,Male,28,703,162812.16,0,0
15812009,Male,38,662,136259.65,1,0
15651001,Female,39,725,124052.97,1,0
15813844,Male,37,703,74158.8,0,0
15596175,Male,67,659,45071.09,1,1
15576269,Male,34,523,62030.06,1,0
15797219,Female,40,635,131953.23,1,1
15685500,Male,26,772,79414.0,1,0
15599792,Female,26,545,199638.56,1,0
15657566,Male,24,634,157577.29,1,0
15772423,Male,54,739,134420.75,1,1
15628112,Female,36,771,99805.99,0,0
15753754,Female,34,587,97932.68,1,0
15793726,Female,79,681,170968.99,0,0
15694717,Male,37,544,57558.95,1,0
15665834,Male,28,696,176713.47,0,0
15765297,Male,41,766,34283.23,0,0
15636684,Male,34,727,198637.34,1,0
15592979,Female,34,671,156917.12,0,0
15750803,Female,30,693,50457.2,1,0
15607178,Male,38,850,140075.55,1,0
15713853,Male,42,732,65323.11,1,0
15673481,Female,48,726,64323.24,1,0
15686776,Female,32,557,14956.44,1,0
15673693,Female,26,682,111879.21,0,0
15700696,Male,31,738,18606.23,1,0
15813163,Female,36,531,123137.01,1,0
15653857,Male,34,498,148528.24,1,0
15777076,Male,36,651,13898.31,1,0
15717398,Female,39,549,81259.25,0,1
15799217,Female,35,791,161051.75,1,0
15787071,Male,41,650,191599.67,0,0
15619955,Male,34,733,48559.19,1,1
15796505,Female,34,811,186339.74,1,0
15725166,Male,30,707,33159.37,1,0
15800116,Male,28,712,93883.53,0,0
15758685,Female,37,706,110899.3,1,0
15694456,Male,62,756,11199.04,1,1
15767339,Female,53,777,189992.97,1,0
15683562,Male,35,646,164255.69,0,0
15782210,Male,46,714,152167.79,1,1
15668893,Male,39,782,33949.67,1,0
15669169,Male,29,775,68143.93,1,0
15643024,Male,35,479,47251.79,1,1
15699389,Male,42,807,25885.72,1,0
15708608,Female,22,799,192633.85,0,0
15626144,Male,40,675,34577.36,1,0
15573112,Male,29,602,161229.84,1,0
15790678,Female,32,475,100816.29,1,0
15727556,Female,26,744,181694.44,1,0
15697307,Male,34,588,79078.91,1,0
15652266,Male,42,703,137316.32,0,0
15607098,Female,41,747,194926.86,1,0
15655774,Male,27,583,51285.49,1,0
15590241,Female,34,750,150401.53,0,1
15785819,Male,38,681,112491.96,1,0
15723654,Male,25,773,73656.38,1,0
15774510,Female,31,714,106636.89,1,0
15684173,Female,44,687,155853.52,1,1
15650068,Male,58,511,162599.51,1,0
15811490,Male,33,627,103737.82,1,0
15803976,Female,31,694,160990.27,1,0
15682541,Female,36,616,15462.84,0,0
15695699,Male,35,687,10334.05,1,0
15624188,Female,33,712,190686.16,1,0
15812191,Male,33,553,94440.45,0,0
15636673,Male,31,667,28257.63,1,0
15594898,Male,43,731,170034.95,1,1
15660211,Male,35,629,31824.29,1,0
15773972,Male,50,614,127166.49,1,1
15746726,Male,31,438,44937.01,1,0
15712287,Female,80,652,188603.07,1,0
15702919,Male,30,729,145111.37,1,0
15674398,Male,38,642,171463.83,0,0
15797960,Female,59,806,182822.5,1,0
15631868,Male,36,744,87213.33,1,0
15581539,Male,37,474,57175.32,0,0
15662736,Male,49,559,120540.83,1,1
15666252,Male,42,706,28714.34,1,0
15677512,Female,22,628,85426.28,1,0
15626114,Male,24,429,46170.75,1,0
15810834,Female,57,525,64448.36,1,0
15678910,Female,30,680,16278.97,1,0
15694408,Male,40,749,182855.42,1,1
15585215,Female,31,763,50404.72,0,0
15682757,Male,30,734,107640.25,1,0
15736601,Male,35,716,134132.65,1,0
15601848,Male,35,594,103480.69,1,0
15736008,Female,46,644,108761.05,1,1
15669064,Male,35,671,179012.3,1,0
15624528,Male,26,664,95145.14,1,0
15598493,Male,50,656,72143.44,0,0
15601274,Female,40,667,19162.89,1,0
15702669,Male,44,663,144680.18,0,0
15728669,Female,30,584,177772.03,1,1
15742668,Female,37,626,5597.94,1,0
15697441,Male,29,485,116828.51,1,1
15740476,Female,32,659,174652.51,0,0
15648064,Male,33,649,2010.98,1,0
15636624,Female,39,805,14109.85,1,1
15807923,Female,39,716,43527.4,1,1
15745844,Female,40,642,86099.23,0,1
15786170,Male,31,659,161574.19,0,0
15681081,Female,47,545,38970.14,1,0
15684484,Male,22,543,127587.22,0,0
15785869,Female,25,718,30380.12,1,0
15763859,Female,43,840,90908.95,1,0
15658935,Female,34,630,138275.01,1,0
15747358,Male,59,643,32171.79,1,0
15735203,Female,32,654,126143.23,1,0
15576256,Male,39,582,129892.93,1,0
15659420,Male,32,659,102416.84,1,0
15593365,Male,39,762,18719.67,1,0
15777352,Female,32,568,61936.22,1,0
15812007,Male,25,670,78358.94,1,0
15625461,Female,45,613,147224.27,1,0
15739438,Male,30,539,160979.66,1,0
15611759,Female,57,850,132298.49,1,0
15661629,Male,34,522,174248.52,1,1
15633950,Male,41,737,123547.28,1,0
15592386,Male,58,520,32790.02,0,0
15803716,Male,28,706,181543.67,0,0
15696674,Female,45,643,2319.96,0,1
15706365,Female,50,648,189543.19,1,0
15745088,Female,29,443,10940.4,1,0
15676715,Male,68,640,199493.38,1,0
15613085,Female,33,628,188193.25,1,0
15633537,Female,42,540,172572.64,1,0
15594720,Female,35,460,189339.6,1,0
15684042,Male,34,636,53512.16,0,0
15583303,Female,29,593,34004.44,1,0
15611579,Male,42,801,10598.29,1,0
15774696,Female,75,640,113428.77,0,0
15694506,Male,31,611,183487.98,1,0
15688074,Male,31,802,187658.09,1,0
15759537,Male,35,717,172459.39,1,0
15758449,Female,39,769,21016.0,0,0
15583456,Male,45,745,122381.02,1,1
15667871,Male,35,572,128123.66,1,0
15677371,Female,30,629,19570.63,1,0
15629677,Female,39,687,188150.6,0,1
15713578,Female,50,483,111020.24,1,0
15591509,Male,36,690,123775.15,1,0
15568240,Female,30,492,146700.22,0,0
15622993,Male,28,709,145251.35,1,0
15689294,Male,44,705,82463.69,1,0
15720910,Female,66,560,15928.49,1,0
15721181,Male,46,611,45886.33,1,0
15776433,Male,62,730,186489.95,1,0
15748936,Female,45,709,162922.65,0,0
15717225,Female,21,544,9262.77,1,0
15685226,Female,29,712,84932.4,1,0
15785611,Male,38,752,71557.12,1,0
15573456,Male,46,648,77405.95,1,1
15684548,Male,38,556,417.41,0,1
15620505,Female,24,594,71405.17,1,0
15807432,Female,37,645,153400.24,0,0
15584766,Male,33,557,371.05,1,0
15612187,Male,32,547,67789.99,1,0
15762218,Female,39,701,145894.9,0,0
15646372,Female,66,616,183840.51,1,1
15690452,Male,52,605,108887.44,1,0
15747795,Female,38,593,154071.27,1,0
15781589,Male,52,751,179291.85,0,0
15732674,Male,36,443,56937.43,0,0
15642291,Male,23,685,112239.03,1,0
15692761,Male,36,718,45909.87,1,0
15578045,Female,49,538,173779.25,0,1
15745354,Female,37,611,125696.26,1,0
15701376,Male,37,668,159585.61,1,0
15691625,Female,41,537,106761.47,1,0
15566594,Male,23,709,129590.18,0,0
15760431,Male,38,850,80006.65,1,0
15686302,Female,31,745,140451.52,1,0
15801559,Female,41,693,187929.43,1,1
15810432,Male,35,795,167155.36,1,0
15809616,Male,26,626,191420.71,0,0
15720559,Female,61,487,11384.45,0,1
15695632,Female,39,556,94898.1,1,0
15659843,Female,46,643,106781.59,0,0
15615624,Female,28,605,159508.52,0,0
15810418,Female,60,756,93524.19,1,1
15716186,Female,38,586,87168.46,1,0
15674551,Male,40,535,8128.32,1,1
15622834,Female,35,678,125518.32,1,0
15566111,Male,39,596,48963.59,1,0
15784597,Male,26,648,98368.24,1,0
15652883,Male,39,492,148584.61,1,0
15806964,Male,45,702,27474.81,1,0
15576313,Female,40,486,76192.21,1,0
15806467,Male,40,568,134600.94,0,1
15597602,Male,57,619,72467.99,1,1
15743040,Male,41,724,199645.45,0,0
15705521,Female,33,548,42749.85,1,0
15595039,Female,37,545,136050.44,1,1
15799384,Male,33,683,73564.44,0,0
15581197,Female,51,762,85578.63,0,0
15693737,Female,30,627,129826.89,1,0
15624623,Male,35,516,119666.0,0,0
15783501,Female,38,800,68052.08,1,0
15690134,Female,42,464,164104.74,1,0
15782735,Female,35,626,80190.36,0,0
15611088,Female,31,790,84126.75,1,0
15672145,Female,34,534,70179.0,1,0
15732628,Male,46,745,118024.1,1,0
15787470,Male,47,553,145704.19,0,1
15803406,Female,26,748,183049.41,0,0
15730460,Male,37,722,120906.83,0,0
15644572,Male,40,501,100433.83,1,0
15694860,Female,38,675,138777.0,0,1
15658169,Female,47,778,124694.99,1,0
15794396,Female,38,494,40084.32,1,0
15785798,Male,40,850,119232.33,0,0
15710825,Male,31,592,43921.36,0,0
15668444,Female,44,590,62222.81,1,0
15726631,Female,39,758,56577.0,0,0
15733797,Male,36,506,164253.35,1,0
15747960,Male,33,733,7666.73,1,0
15634632,Male,38,711,68487.51,1,0
15707362,Male,43,514,199273.98,0,1
15662976,Male,37,637,186062.36,1,0
15732778,Male,29,468,195711.16,1,0
15718443,Male,39,539,36692.17,1,0
15670039,Female,25,509,106920.57,1,0
15773792,Female,32,662,48725.68,1,1
15613786,Male,26,818,167036.94,1,0
15726032,Male,33,608,68777.26,1,0
15663252,Female,32,850,18924.92,1,0
15593782,Female,38,816,71905.77,1,1
15633283,Male,35,536,64833.28,1,0
15749167,Male,35,753,184843.77,1,0
15759298,Male,27,631,176730.02,1,0
15683625,Male,37,703,20629.4,1,1
15635367,Male,26,774,28415.36,1,0
15681705,Male,28,785,77231.27,1,0
15603156,Female,33,571,102750.7,1,0
15591986,Male,46,621,34580.8,0,1
15798888,Female,31,605,183598.77,1,0
15809722,Female,40,611,147358.27,1,0
15677538,Male,38,569,108469.2,1,0
15797736,Male,29,658,20612.82,1,0
15695585,Male,34,788,181196.76,0,0
15744398,Female,23,525,160249.1,1,0
15750658,Male,37,798,110783.28,0,0
15578186,Male,37,486,144995.33,1,0
15676519,Male,61,615,150227.85,1,1
15637954,Female,35,730,53718.28,1,0
15758639,Male,37,641,75248.3,1,0
15613772,Male,39,542,14353.43,1,1
15731744,Male,30,692,130486.57,0,0
15807709,Female,55,714,100127.71,1,0
15714689,Male,29,591,196356.17,1,0
15699005,Female,41,710,9983.88,1,0
15624170,Female,38,639,118974.77,0,0
15725679,Female,47,531,194998.34,0,1
15585865,Female,38,673,134901.34,0,1
15804256,Male,36,765,72924.56,1,0
15662403,Female,32,622,101057.95,1,0
15733616,Male,40,806,142838.64,1,0
15591995,Male,26,757,127059.04,1,0
15677020,Female,58,570,116503.92,0,1
15727688,Male,32,555,54405.79,1,0
15715941,Male,54,692,88721.84,1,0
15714485,Male,60,774,74135.48,1,1
15730059,Male,44,638,111346.22,1,0
15715527,Female,41,543,194902.16,0,0
15576623,Male,31,584,31474.27,1,0
15805565,Male,30,691,21198.39,1,0
15677307,Female,40,684,186976.6,1,0
15773890,Male,22,733,117202.19,1,0
15598883,Female,37,599,143739.29,1,0
15568506,Female,31,524,161811.23,1,0
15761043,Female,38,632,98090.91,1,0
15782236,Male,34,735,71095.41,0,0
15593601,Male,34,734,13107.24,1,0
15682048,Female,51,605,67110.59,1,1
15746902,Male,38,793,88225.02,1,0
15752081,Female,56,468,62256.87,0,1
15781307,Male,37,779,135925.72,1,0
15775912,Male,48,698,177815.87,0,1
15745417,Male,58,707,126471.13,0,0
15671256,Female,35,850,188574.12,1,1
15653547,Male,56,850,119175.45,1,0
15595766,Male,37,527,139093.73,1,0
15742358,Male,32,696,115916.55,1,0
15763274,Male,48,661,96463.25,0,0
15786063,Female,31,776,112349.51,1,0
15600258,Male,43,701,165303.79,1,0
15573318,Male,26,610,166031.08,1,0
15653849,Female,48,572,38411.79,1,1
15694272,Male,30,673,77783.35,1,0
15736112,Female,57,519,29871.79,1,0
15749851,Female,26,702,59747.63,0,0
15663478,Male,32,729,79919.13,1,0
15592300,Male,35,543,76773.53,1,0
15567832,Female,40,550,54018.93,1,0
15776780,Male,59,608,70649.64,1,1
15592846,Male,35,639,59093.39,1,0
15739803,Male,34,686,127569.8,1,0
15794142,Female,62,564,18260.98,0,1
15762729,Female,28,745,73275.96,1,1
15667896,Male,37,833,136129.49,1,0
15626578,Male,26,622,153237.59,1,0
15776223,Female,42,597,106841.12,1,0
15705953,Male,51,721,109078.35,1,1
15802593,Female,49,504,87822.14,0,1
15615457,Female,44,842,126644.98,1,0
15708916,Male,38,587,47414.15,1,0
15720187,Female,30,479,41879.99,1,0
15595440,Male,49,508,75808.1,1,0
15600651,Male,24,749,47911.03,1,0
15750141,Female,36,721,28737.78,1,0
15657284,Male,47,674,2079.2,1,1
15763063,Female,25,685,121562.33,1,0
15709324,Male,34,417,55003.79,1,0
15711309,Male,33,574,193131.42,1,0
15775318,Female,51,590,191932.27,0,1
15705515,Male,40,587,159418.1,1,0
15634844,Male,41,598,191468.78,1,1
15717046,Male,53,741,38913.68,1,0
15571816,Female,70,850,705.18,1,0
15670080,Female,29,584,138490.03,0,0
15800440,Male,61,650,82970.69,0,0
15665678,Male,36,607,76744.72,1,0
15665956,Female,46,509,71244.59,1,1
15788126,Female,38,689,12182.15,1,0
15811773,Male,36,543,141210.5,1,0
15651674,Female,54,438,191763.07,0,1
15689614,Female,63,687,37938.74,1,0
15795564,Male,31,737,74890.58,1,0
15706647,Male,31,761,166698.18,1,0
15728505,Male,44,601,62678.53,1,0
15730076,Male,45,651,67740.08,1,1
15622003,Male,35,745,161519.77,1,0
15607312,Female,49,648,159835.78,1,1
15644753,Male,40,848,30876.84,1,0
15653620,Female,27,546,14858.1,1,0
15761986,Female,32,439,75685.97,1,0
15633922,Male,30,755,144183.1,0,0
15734674,Female,41,593,65170.66,1,0
15658032,Male,39,701,82526.92,1,0
15692671,Male,36,701,169161.46,1,0
15737741,Female,33,607,109291.39,0,1
15576352,Female,57,586,6057.81,0,0
15753719,Female,30,547,77077.14,1,0
15803689,Female,51,647,54954.51,0,1
15718057,Female,51,760,179614.8,0,1
15722010,Male,53,621,35588.07,1,1
15680998,Male,44,725,117356.14,1,0
15614782,Male,36,526,160696.72,1,0
15591047,Female,47,519,147278.43,0,1
15788291,Female,38,713,56594.36,1,1
15604044,Male,38,700,1299.75,1,0
15679587,Female,34,666,25095.03,1,0
15775153,Male,32,630,146326.45,0,0
15603925,Female,26,779,38296.21,0,0
15680970,Female,41,611,164061.6,1,0
15697183,Male,43,685,107811.28,1,0
15567446,Male,39,646,30838.51,1,0
15637476,Female,57,683,9221.78,0,1
15714939,Female,34,484,33738.27,0,0
15683503,Female,43,601,110916.15,0,1
15645569,Female,26,762,169654.57,1,0
15782569,Female,72,687,69829.4,0,0
15592387,Male,30,566,54926.51,1,1
15609286,Male,37,702,94728.49,1,0
15814035,Male,29,601,80393.27,1,0
15661249,Male,53,699,111307.98,0,0
15629117,Male,28,584,19834.32,1,0
15607170,Male,35,699,78397.24,1,0
15586585,Female,51,698,86410.28,1,0
15686611,Male,30,495,172749.65,0,0
15603203,Female,27,650,1002.39,1,0
15619857,Female,64,605,13601.79,1,0
15805062,Male,38,667,77866.91,1,0
15660271,Male,26,688,175296.76,1,0
15745295,Female,31,727,121751.04,1,1
15719352,Male,39,754,89593.26,1,0
15766575,Female,62,612,193437.89,1,1
15594594,Male,42,546,86945.0,1,0
15646161,Female,37,673,183318.79,1,0
15682585,Male,35,593,71154.1,1,0
15603134,Female,40,656,151887.16,0,0
15636444,Female,53,535,75888.65,1,0
15773456,Male,36,678,89566.74,0,0
15745307,Female,48,477,26475.79,0,0
15604119,Male,35,850,126355.8,0,0
15626900,Male,29,427,93839.3,1,0
15605447,Male,49,752,7698.6,1,0
15589030,Male,47,649,145593.85,1,0
15692463,Female,28,799,45042.56,1,0
15712403,Female,61,589,61108.56,1,1
15811762,Female,54,583,57553.98,1,1
15718673,Female,33,839,62674.42,1,0
15724282,Male,44,540,12120.79,1,0
15738181,Male,31,850,50129.87,0,1
15633648,Female,51,696,55022.43,1,0
15603323,Female,33,660,117834.91,0,0
15583725,Male,48,682,168840.23,0,0
15588350,Female,43,744,24234.11,0,0
15798398,Female,36,785,190627.01,0,0
15784844,Male,48,752,156618.38,1,1
15580684,Female,29,706,42334.38,1,0
15809663,Female,27,583,110784.42,1,0
15640078,Female,39,660,173683.0,1,1
15698786,Female,39,819,27046.46,1,1
15569807,Female,34,673,20598.59,1,1
15730830,Female,30,752,104991.28,1,0
15805112,Male,38,578,8996.97,1,0
15633064,Female,36,438,64420.5,1,0
15703119,Male,38,652,145700.22,1,0
15730447,Female,49,629,196335.48,1,0
15813850,Male,52,720,14781.12,1,0
15711889,Male,42,668,108139.23,1,0
15664610,Male,48,459,19287.06,1,1
15751710,Male,31,729,9567.39,1,0
15692926,Male,25,498,132210.49,1,0
15813741,Male,25,549,21600.11,0,0
15698474,Female,54,601,199661.5,1,0
15568595,Male,64,544,124341.49,1,0
15603065,Female,30,751,15766.1,1,0
15592937,Female,41,632,33642.21,1,0
15699637,Male,57,694,117704.65,1,0
15667215,Male,31,678,58803.28,1,0
15788659,Male,46,695,137537.22,1,0
15763218,Female,41,661,131300.68,0,0
15645772,Male,33,661,84174.81,1,0
15725511,Female,31,559,160941.78,0,0
15575024,Male,29,503,143954.99,1,0
15640825,Male,46,695,56297.85,1,0
15662397,Female,42,640,8404.73,1,0
15576368,Female,48,624,30020.09,0,0
15674991,Male,42,667,58137.42,0,0
15721024,Male,26,642,47472.68,0,0
15745621,Female,32,640,19131.71,1,0
15642394,Male,35,529,187288.5,1,0
15754605,Female,39,563,17603.81,1,0
15607040,Female,38,593,67020.03,1,0
15715142,Male,45,739,147802.94,0,1
15810978,Female,70,788,41610.62,1,0
15668886,Female,38,684,44255.65,1,0
15780804,Male,55,482,78416.14,0,0
15613880,Male,58,591,137254.55,0,0
15775238,Female,41,651,151303.48,0,0
15786905,Female,40,749,86333.63,0,0
15747867,Male,24,583,89801.9,0,0
15600337,Male,42,661,29358.57,0,1
15801277,Female,31,715,181600.72,1,0
15579334,Female,45,769,124118.71,1,1
15802741,Female,51,625,38867.46,1,1
15720649,Female,36,641,31106.67,1,0
15589493,Male,27,716,67611.36,1,0
15688251,Male,43,767,77837.63,1,0
15665238,Male,36,745,6078.46,0,0
15740900,Male,34,589,177896.92,1,0
15681068,Female,45,796,123882.73,1,0
15748625,Male,57,664,15304.08,1,0
